Data Num,Precision,Recall,F1 Score,Accuracy,Time,LDA Time
1,0.5092277804759592,0.58327409834039,0.5437416269321079,0.8966939992302524,0.05343914031982422,1.8006055355072021
2,0.5095758869031741,0.5843988987457939,0.5444286121402109,0.895718768142886,0.05369400978088379,1.7649312019348145
3,0.5041882836143536,0.5778032390920633,0.5384915080590468,0.8956828900761268,0.05408430099487305,1.7569730281829834
