Data Num,Precision,Recall,F1 Score,Accuracy,Time,LDA Time
1,0.6232070470845027,0.49414346200203974,0.5512212779894162,0.9150831392656086,2.3584413528442383,1.9367218017578125
2,0.6276578863852745,0.4840012236157846,0.5465473764206018,0.9143688395728553,2.7321393489837646,1.8509678840637207
3,0.6153702458342674,0.5100486173474128,0.5577812018489985,0.9148156845861302,2.3569705486297607,1.7667922973632812
