Data Num,Precision,Recall,F1 Score,Accuracy,Time,LDA Time
1,0.5989657153801954,0.4832339215625676,0.5349115664876329,0.9113159422558824,0.34239721298217773,1.845658779144287
2,0.603549411544928,0.4941572346283267,0.5434025733748212,0.9114561928804868,0.3484537601470947,1.8023831844329834
3,0.5970313986679353,0.48577091010435697,0.5356850157082367,0.9113028956861517,0.3517930507659912,2.7139134407043457
