Data Num,Precision,Recall,F1 Score,Accuracy,Time,LDA Time
1,0.5821622314296698,0.4212071576474951,0.4887749246879931,0.9070105742447667,1.9126231670379639,1.8373057842254639
2,0.5850821744627054,0.42471703884980117,0.49216589861751153,0.9065474210193285,2.6454286575317383,1.7533063888549805
3,0.576647564469914,0.42377605053726813,0.4885319053993753,0.9065376360920305,2.509491205215454,1.8102352619171143
